project_id,label,close_rate,close_time
13646940,Multi,0.7959,164.9385
13647428,Multi,0.7841,65.4824
13648262,Single,0.7910,77.8919
13648759,Multi,0.7484,44.8621
13649446,Multi,0.7113,44.1089
13649575,Multi,0.9961,34.5806
13650755,Multi,0.9135,91.4033
13655275,Single,0.8581,18.1071
13655734,Multi,0.8182,106.1481
13656973,Multi,0.9897,178.3153
13664223,Multi,0.7110,94.1686
13666501,Single,0.7143,23.1700
13666875,Multi,0.8889,113.0313
13667083,Multi,0.9038,174.2191
13668138,Multi,0.9951,4.4249
13668163,"No Label",0.7806,76.0540
13671385,Multi,0.9308,95.1548
13675972,Single,0.2720,47.0493
13678142,Multi,0.9027,186.7230
13678348,Multi,0.9840,205.0842
13678734,Multi,0.6194,94.5229
13683306,Multi,0.7953,132.8606
13684236,Multi,0.6577,85.7580
13684490,Multi,0.8872,20.9808
13685194,Single,0.6352,44.4008
13686708,Multi,0.8738,14.6588
13687620,Multi,0.8011,19.7677
13688940,Multi,0.5904,86.6599
13689208,Multi,0.8769,173.2256
13690282,Multi,0.8652,13.1445
13692945,Multi,0.9139,368.2740
13694299,Multi,0.9881,182.7794
13696192,Multi,0.8591,30.8480
13696924,Multi,0.9694,101.2854
13697867,Multi,0.7799,106.5108
13702215,Multi,0.4371,40.7410
13702345,Multi,0.8986,32.3077
13702909,Multi,0.6667,15.2344
13703020,Multi,0.6641,109.7442
13705911,Multi,0.9127,174.8521
13706030,Multi,0.8635,75.3575
13707899,Multi,0.9407,38.4694
13708387,Multi,0.9241,30.4410
13709713,Multi,0.5821,45.4417
13719157,Multi,0.8017,100.7379
13719412,Multi,0.7025,103.4340
13720039,Multi,0.8825,118.4578
13723301,Multi,0.4954,110.5806
13723638,Multi,0.8171,69.7560
13724375,Single,0.6979,210.8961
13726722,Multi,0.5338,107.8690
13728208,Multi,0.5508,90.7487
13734442,Multi,0.9094,300.4855
13739166,Multi,0.7052,297.1808
13739317,Multi,0.8468,74.8165
13740345,Multi,1.0000,42.2233
13740446,Single,0.3894,40.1742
13742081,Multi,0.7399,121.1645
13745617,Multi,0.9000,43.7302
13745650,Multi,0.9512,63.3162
13748326,Multi,0.7213,77.8808
13749948,Multi,0.8550,118.0201
13749974,Multi,0.8983,57.5755
13751009,Multi,0.6732,52.1925
13751648,Multi,0.7677,110.8872
13752290,Multi,0.9203,55.0031
13752893,Multi,0.9316,135.8101
13753183,Multi,0.5310,57.4444
13754118,Multi,0.9082,13.5574
13754421,Single,0.9525,23.8972
13756643,Multi,0.9418,93.7761
13757814,Multi,0.8565,42.1516
13761288,Multi,0.8784,195.2266
13761454,Multi,0.9136,71.3063
13761723,Multi,0.7465,99.4047
13761804,Multi,0.9896,97.4853
13770884,Multi,0.8457,161.0461
13786216,Multi,0.9717,18.3466
13793812,Multi,0.3659,230.3682
13808502,Multi,0.7734,131.4066
13810490,Multi,0.8382,50.0000
13823470,Multi,0.9203,16.7047
13864904,Multi,0.8526,64.8971
13873759,Multi,0.8263,35.2290
13874698,"No Label",0.0509,2.7857
13878461,Multi,0.8999,84.7463
13883124,Multi,0.9413,24.5408
13884332,Multi,0.0194,0.0000
13920586,Multi,0.5630,30.2888
13933019,Multi,0.7867,56.3353
13951511,Single,0.7488,37.2899
13952053,Multi,0.8971,29.0860
13953373,Multi,0.7550,58.8883
13955759,Multi,0.8873,86.3420
13958975,Multi,0.7689,0.9557
13974063,Multi,0.9533,36.9987
13981078,Multi,0.8504,46.4721
13983619,Multi,0.5921,30.3667
14008345,Multi,0.9488,334.3181
14017166,Multi,0.4391,50.3577
14021524,Multi,0.8768,60.6736
14023518,Multi,0.9970,6.1934
14034160,Multi,0.8450,0.0138
14061272,Multi,0.6880,293.7702
14062055,Multi,0.9270,72.5399
14062192,Multi,0.9559,200.2198
14068095,Multi,0.8981,47.0714
14069317,Multi,0.5059,65.2731
14071312,Multi,0.9173,105.3859
14072900,Multi,0.7953,151.4937
14073076,Multi,0.6130,49.4751
14073755,Multi,0.5076,292.2108
14075578,Multi,0.7890,58.8256
14081542,Multi,0.9499,163.8776
14091622,Multi,0.9919,148.0533
14091960,Multi,0.5230,177.4788
14093677,Multi,0.8893,64.8058
14101209,Multi,0.9375,29.7238
14109127,Multi,0.7472,104.2054
14111790,Multi,0.8977,25.5331
14122963,Multi,0.8235,31.3968
14140211,Multi,0.5082,55.2963
14153498,Multi,0.6720,73.6438
14158680,Single,0.8234,146.5564
14160873,Multi,0.6610,44.0207
14166118,Multi,0.7637,92.6547
14177458,Multi,0.8404,65.5137
14180333,Multi,1.0000,202.3479
14191374,Multi,0.7227,42.3405
14191654,Multi,0.9064,84.8823
14200353,Multi,1.0000,58.4698
14210902,Multi,0.9636,150.9880
14219793,Multi,0.6655,154.7513
14239873,Single,0.8654,32.9522
14245305,Multi,0.9810,13.6906
14251533,Multi,0.6578,84.2121
14271188,Multi,0.5782,157.6425
14271373,Multi,0.8211,7.2737
14274343,Multi,0.9253,71.5356
14275573,Multi,0.8150,88.1594
14280165,Multi,0.8462,55.0779
14280264,Multi,0.4060,55.2257
14284596,Multi,0.7283,329.0301
14285923,Multi,0.8876,49.5893
14286135,Multi,0.2332,69.3093
14286406,Multi,0.9910,5.7055
14294826,Multi,0.7776,157.3316
14300352,Multi,0.9391,223.0787
14301706,Multi,0.5917,93.4507
14302593,Multi,0.8464,138.1411
14304684,Multi,0.9521,72.5377
14314590,Single,0.5411,61.1053
14314990,Multi,0.7373,103.1117
14317844,Multi,0.9431,56.5318
14334085,Multi,0.9320,46.4279
14334564,Multi,0.8613,67.4829
14338918,Multi,0.9292,75.5450
14339499,Multi,0.7809,58.9465
14342652,Multi,0.7553,179.1760
14345378,Multi,0.9885,460.9300
14351968,Multi,0.9854,25.3844
14368183,Multi,0.6366,37.4683
14368802,Multi,0.7494,30.0917
14382605,Multi,0.8868,39.5356
14390855,Multi,0.8921,24.7493
14401968,Multi,0.8333,31.8054
14407201,Multi,0.8352,124.6930
14432989,Multi,0.9641,29.2542
14438364,Multi,0.9234,79.6126
14446595,Multi,0.9453,118.1670
14447481,Multi,0.9554,390.2463
14447765,Multi,0.8427,91.0830
14449141,Multi,0.6990,68.2773
14449758,Multi,0.8560,123.2821
14450205,Multi,0.8082,73.8327
14457963,Multi,0.9877,93.9250
14477484,Multi,0.9881,28.5201
14485904,"No Label",0.9023,34.8344
14491671,Multi,0.9500,104.3401
14511977,Multi,0.9535,96.1949
14514528,Multi,0.8430,182.5125
14518028,Multi,0.8239,164.4173
14522234,Multi,0.9029,33.2177
14523341,Multi,0.7548,81.0181
14534297,Single,0.9108,322.4009
14536152,Multi,0.9845,313.3333
14543452,Multi,0.5287,126.1855
14549621,Multi,0.9270,31.2037
14551517,Multi,0.5973,91.5899
14561005,Multi,0.7581,79.1386
14562695,Multi,0.8340,63.8980
14563675,Multi,0.9781,23.4439
14567807,Multi,0.5126,154.6667
14570651,Multi,0.9100,84.7392
14579911,Multi,0.8405,50.2132
14590885,Multi,0.6964,90.5949
14594116,Multi,0.6958,75.1093
14594596,Multi,0.8043,69.6607
14596606,Multi,0.9621,42.3526
14601385,Multi,0.6935,114.6212
14601493,Multi,0.3836,140.5281
14613566,Multi,0.8496,44.6680
14619375,Multi,0.4670,89.4398
14623155,Multi,0.6339,67.0346
14625642,Multi,0.6074,151.3720
14626961,Multi,0.8363,63.3132
14634755,Multi,0.8507,113.9592
14637101,Single,0.8474,94.2081
14643402,Multi,0.8551,45.1528
14644199,Multi,0.8950,103.0748
14647356,Multi,0.7187,188.0581
14653788,Multi,0.5703,28.9296
14653955,Multi,0.9545,10.0762
14670187,Multi,0.8506,91.3111
14679021,Multi,0.9521,77.7414
14679686,Multi,0.8233,41.9686
14682420,Multi,0.7057,57.5185
14683170,Multi,0.6776,48.3643
14690000,Multi,0.9105,65.8070
14690355,Multi,0.8442,84.6051
14695357,Multi,0.6918,34.7129
14699433,Multi,0.6460,14.2877
14707585,Multi,0.9162,37.0488
14707829,Multi,0.8648,56.6255
14721031,Multi,0.9313,14.1923
14731654,Single,0.6421,149.1202
14746257,Multi,0.5823,182.8759
14749406,Multi,0.6249,211.0441
14750823,Multi,0.8567,239.1179
14752219,Multi,0.9558,105.6975
14761005,Multi,0.9988,29.2049
14763263,Multi,0.8736,37.4553
14766304,Multi,0.9311,29.2630
14768614,Multi,0.9822,58.7729
14771481,Multi,0.9883,204.2269
14773650,Multi,0.6738,69.6539
14775120,Multi,0.9701,83.1500
14778773,Multi,0.8045,105.1901
14793284,Multi,0.7683,186.6633
14794450,Multi,0.9388,96.0010
14801802,Multi,0.7761,47.4428
14805731,Multi,0.8653,98.1250
14808869,Multi,0.9839,2.9102
14809681,Multi,0.9345,54.8972
14810132,Multi,0.5495,36.9454
14811626,Multi,0.4590,112.2125
14816212,Multi,0.8790,89.0335
14817780,Multi,0.4774,27.8964
14821343,Multi,0.5627,71.5050
14826353,"No Label",0.8255,86.8968
14834676,Multi,0.9869,40.1275
14839710,Multi,0.7197,71.7345
14843369,Multi,0.8491,65.2438
14844304,Multi,0.7464,259.9116
14845269,Multi,0.9288,40.8333
14846227,Multi,0.5872,39.8057
14847108,"No Label",1.0000,6.9301
14849038,Multi,0.9005,74.5404
14850766,Multi,0.5318,229.8315
14851591,Multi,0.3271,256.2000
14852722,Multi,0.9502,23.9016
14854366,Multi,0.8301,176.8605
14860355,Single,0.8693,81.5877
14873819,Multi,0.8890,41.9884
14876443,Multi,0.8911,135.2481
14877681,Multi,0.9112,2.7597
14879145,Multi,0.9782,4.9933
14879713,Multi,0.9833,0.7797
14879819,Multi,0.9813,1.4894
14879820,Multi,0.2952,177.5918
14880109,Multi,0.9918,1.3045
14880280,Multi,0.9839,7.0653
14880443,Multi,0.9575,0.0000
14881126,Multi,0.9975,0.0000
14888199,Multi,0.5758,45.7512
14890111,Multi,0.8429,50.5512
14890268,Multi,0.8587,53.0464
14892919,Multi,0.9549,165.1181
14897098,Multi,0.9965,2.1820
14897549,Multi,0.9560,52.0004
14898796,Multi,0.8965,25.0881
14900333,Multi,0.6667,47.6287
14904062,Single,0.6828,46.6258
14911890,"No Label",0.6515,24.6369
14925032,Multi,0.9031,18.3814
14926344,Single,0.5402,72.8713
14927850,Multi,0.6267,69.4340
14933302,Multi,0.7451,88.9782
14936145,Multi,0.6125,162.1326
14945138,Multi,0.4006,72.2035
14946576,Multi,0.8815,3.6000
14959415,Multi,0.9781,0.0000
14965067,Multi,0.9966,15.7624
14979838,Multi,0.6911,101.0285
14983175,Multi,1.0000,29.9495
14988949,Multi,0.9932,90.8290
14989340,Multi,0.5779,46.6738
14989482,Multi,0.6281,73.6118
14995115,Single,0.4367,38.0679
14996475,Multi,0.8211,200.0524
14999882,Multi,0.8284,72.6821
15001315,Multi,0.8395,38.9062
15006660,Multi,0.9296,38.1136
15007282,Multi,0.8861,33.5714
15011947,Multi,0.8689,112.9009
15012233,Multi,0.8868,268.5676
15013393,Multi,0.8056,109.2763
15015092,Multi,0.7310,102.9841
15022227,Multi,0.6861,129.3378
15029201,Multi,0.3976,138.8788
15029304,Multi,0.9727,421.0416
15034120,Multi,0.8221,157.5918
15040826,Multi,0.8582,256.5804
15042356,Multi,0.9467,86.9671
15047618,Multi,0.8934,35.4862
15047698,Multi,0.8642,51.5764
15048559,Multi,0.8625,43.9179
15049634,Multi,0.9317,100.9344
15050482,Single,0.8477,28.3180
15052128,Multi,0.7079,20.2229
15053030,Multi,0.7750,140.0593
15059440,Multi,0.9515,101.2223
15061657,Multi,0.8536,112.7630
15066770,Multi,0.7801,43.3152
15068893,Multi,0.8612,160.1791
15081257,Multi,0.3502,42.1261
15082295,Multi,0.8467,69.3814
15085423,Single,0.6528,47.9059
15085427,Multi,0.9901,83.7113
15086786,Multi,0.8071,88.6258
15089402,Multi,0.6379,64.4831
15089618,Multi,0.8653,82.8949
15091646,Single,0.5417,24.9586
15101744,Multi,0.9955,82.4910
15109796,Multi,0.3855,19.7736
15114242,Multi,0.8310,209.7232
15114954,Multi,0.9652,63.4916
15123859,Multi,0.9108,101.8287
15132192,Multi,0.9752,138.7452
15140182,Multi,0.8465,17.3626
15143464,Multi,0.8009,24.7110
15149419,Multi,0.9239,31.0284
15159360,Multi,0.9625,35.9582
15166608,Multi,0.8655,328.4854
15167392,Multi,0.7482,73.3341
15175045,Multi,0.6512,88.9955
15177025,Multi,1.0000,202.0000
15191949,Multi,0.9362,14.9719
15196846,Multi,0.8100,54.9810
15202890,Multi,0.7219,194.6706
15235623,Multi,0.8016,97.5287
15238221,Multi,0.9580,63.0273
15241777,Multi,0.5222,102.4936
15243417,Multi,0.9382,26.0480
15250157,Multi,0.7978,106.3315
15251166,Multi,1.0000,2.8337
15253136,Multi,0.8197,122.5654
15260376,Multi,0.6256,96.2606
15262425,Multi,0.8585,59.3636
15267268,Multi,0.9520,34.0867
15286861,"No Label",0.9775,9.0356
15296483,Multi,0.7415,45.2477
15302231,"No Label",0.8424,24.9748
15308778,Multi,0.9768,52.1790
15319748,Single,0.3815,126.8192
15326615,Multi,0.8678,112.9735
15330971,Multi,0.7171,152.2857
15345677,Multi,0.9467,39.4501
15346603,Multi,0.9252,135.3704
15353429,Multi,0.7596,71.2982
15354995,Multi,0.8690,41.8199
15358037,Multi,0.9602,297.7552
15368273,Multi,1.0000,149.4907
15373906,Multi,0.6465,29.2917
15376931,Multi,0.8788,57.5995
15386525,Multi,0.6769,151.9205
15390478,Multi,0.9619,20.9853
15395985,Multi,0.6667,42.7945
15396296,Multi,0.5611,29.6333
15401895,Multi,0.8793,189.8195
15408915,Multi,0.7448,116.9813
15413423,Multi,0.7906,27.3108
15415679,Multi,0.6490,30.3333
15418278,Multi,0.9760,65.4702
15430116,Multi,0.8710,186.0947
15430259,Multi,0.8728,238.6905
15430399,Multi,0.8519,68.9028
15433727,Multi,0.9223,120.8608
15435250,Multi,0.6311,261.2826
15435832,Multi,0.6444,80.2457
15455769,Multi,0.8254,48.6269
15456786,Multi,1.0000,212.0780
15461016,Multi,0.9131,58.2426
15470981,Multi,0.8140,86.8902
15472307,Multi,0.7942,102.3476
15474861,Multi,0.9611,44.3843
15480058,Multi,0.7815,43.3228
15482590,Multi,0.9757,80.2319
15484759,Multi,0.6159,59.8548
15500421,Single,0.9463,7.9083
15500742,Multi,0.8023,104.8547
15500909,Multi,0.5806,36.2817
15505915,Multi,0.7324,55.2115
15530047,Multi,0.7993,122.2247
15535242,Multi,0.8983,91.6358
15536835,"No Label",1.0000,49.5859
15536885,Multi,0.8514,49.7381
15542369,Multi,0.9492,64.7077
15554578,Multi,0.9544,17.9594
15563297,Multi,1.0000,89.6270
15565200,Multi,0.5418,21.5735
15569183,Multi,0.8385,130.0000
15573614,Single,0.7091,117.4297
15574107,Multi,0.8456,8.1478
15580873,Multi,0.7700,50.8745
15583272,Multi,0.8097,48.5773
15583377,Multi,0.6122,176.7391
15585122,Single,0.3349,73.8630
15586660,Multi,0.9187,2.7265
15591951,Multi,0.9378,48.1041
15592045,Multi,0.9008,57.7414
15592911,Multi,0.9211,102.6164
15598636,Multi,0.6304,37.5402
15601873,Multi,0.9947,135.4429
15612008,Multi,0.9103,65.4951
15623292,Multi,0.9316,44.5563
15627045,Multi,0.6122,69.7430
15637163,Multi,0.5309,79.7184
15645754,Multi,0.7297,193.7099
15673081,Multi,0.7629,217.2523
15676204,Multi,0.4504,79.2619
15681175,Multi,0.8578,53.2010
15701798,Multi,0.7171,156.7389
15701927,Multi,0.7468,88.2994
15704905,Multi,0.8398,73.2462
15712094,Multi,0.5162,47.8741
15717511,Multi,0.6176,184.3133
15718336,Multi,0.7276,73.3647
15727705,Multi,0.7269,84.2771
15730540,Multi,0.7952,59.2424
15733187,Multi,0.9676,55.6564
15734875,Multi,0.5996,130.4594
15735200,"No Label",0.1393,69.8222
15743336,Multi,0.8934,17.0247
15745536,Multi,0.7517,132.3091
15745733,Multi,0.3270,52.2628
15747456,Multi,0.7568,107.7028
15750258,Multi,0.6554,69.0000
15752567,Multi,0.9054,118.8843
15754083,Multi,0.8695,222.5733
15755539,Multi,0.7588,31.0805
15771509,Multi,0.7480,41.4706
15775751,Multi,0.9462,115.7441
15778405,Multi,0.9996,3.4302
15780501,Multi,0.7550,64.1117
15783701,Single,0.4000,51.6591
15789572,Multi,0.7909,183.9044
15790309,Single,0.7617,62.8821
15791422,Multi,0.4547,311.0323
15810742,Multi,0.9974,140.1351
15813107,Multi,0.9314,141.7684
15814316,Multi,0.7737,337.3491
15816138,Multi,0.7611,59.1570
15821416,Multi,0.9930,12.9958
15822460,Multi,0.4338,14.7966
15835286,Multi,0.8644,33.9118
15838561,Multi,0.0280,6.2258
15842290,Multi,0.6483,43.5098
15845468,Multi,0.9439,19.0693
15853062,Multi,0.5586,25.5586
15854466,Multi,0.8644,77.2810
15860540,Multi,0.9032,17.3295
15866246,Multi,0.9559,19.0079
15872813,Multi,0.4038,252.3333
15874790,Multi,0.9934,21.2040
15880340,Multi,0.7035,36.4977
15889885,Multi,0.8192,99.6275
15890070,Multi,0.8039,141.9299
15893070,Single,0.2949,54.1491
15896289,Multi,0.9823,39.8892
15909659,Multi,0.9508,40.9483
15915189,Multi,0.7537,219.8121
15919481,Multi,0.9273,77.5284
15921359,Multi,0.6623,64.8650
15925013,Multi,0.8898,53.4686
15928915,Multi,0.8346,60.7926
15932509,Multi,0.8828,60.4543
15933924,Multi,0.7418,32.7841
15936195,Multi,0.5307,141.6033
15938922,Multi,0.8135,113.7985
15940963,Multi,0.2352,33.9321
15977326,Multi,0.9099,111.1406
15985174,Multi,0.9522,91.6088
15987041,Multi,0.9310,48.3265
15987499,Multi,0.6408,265.5112
15990275,Multi,0.8949,37.3603
15990843,Multi,0.7113,87.5229
15991038,Multi,0.7515,41.4032
15991557,Single,0.7514,56.9673
15997477,Multi,0.8770,45.0831
16000671,Multi,0.5374,112.0000
16010634,Multi,0.9687,45.7412
16014729,Multi,0.9903,313.0686
16021939,Multi,0.8767,115.8438
16030063,Multi,0.7245,105.1924
16047896,Multi,0.9079,46.0566
16054910,Multi,0.7940,45.0307
16058726,Multi,0.9413,84.9133
16074108,Multi,0.7840,57.5599
16077002,Multi,0.7286,128.6888
16080782,Multi,0.9414,38.0459
16085761,Multi,0.8466,40.5502
16090723,Multi,0.9187,63.3628
16091752,Multi,0.7280,8.4137
16094979,Multi,0.6667,93.2059
16096077,Multi,0.8511,136.9087
16112016,Multi,0.6615,100.3953
16116564,Multi,0.9361,192.6104
16117235,Multi,0.7763,133.1992
16121622,Multi,0.7179,140.0918
16123537,Multi,0.7472,154.2180
16136781,Multi,0.8253,66.0291
16137601,Multi,0.8763,61.2141
16137647,Multi,0.8176,164.7066
16141392,Multi,0.8450,44.5587
16147526,Multi,0.7447,109.5997
16150184,Multi,0.7784,33.7424
16156580,Multi,0.8394,159.5470
16160044,Single,0.8252,43.1255
16166188,Multi,0.6807,44.7990
16175917,Multi,0.7492,62.5374
16180577,Single,0.6465,93.8235
16184819,Multi,0.9735,248.8386
16192892,Multi,0.7528,26.8936
16196175,Multi,0.6474,57.7781
16199844,Multi,0.8451,85.4410
16200758,Multi,0.9839,12.2668
16204908,Multi,0.7674,76.9610
16207706,Multi,0.8658,53.3040
16208265,Multi,0.9170,26.7543
16210742,Single,0.9746,75.0450
16213153,Multi,0.8597,40.3733
16218344,Multi,0.9475,94.5254
16218358,Single,0.6948,155.0925
16223400,Multi,0.9515,94.8353
16227998,Multi,0.4649,182.8094
16236656,Multi,0.5717,209.1441
16254409,Multi,0.9104,54.6100
16259368,Multi,0.5471,97.9244
16268918,Multi,0.6538,111.4097
16270689,Multi,0.7201,118.4870
16273814,Multi,0.9402,56.2615
16275631,Multi,0.5716,124.0963
16286325,Multi,0.8098,73.7296
16291036,Multi,0.7881,40.6458
16294701,Multi,0.3441,20.2941
16301652,Multi,0.8623,44.3637
16306424,Multi,0.9051,54.2364
16307319,Multi,0.8785,47.8297
16316536,Multi,0.7245,149.4319
16316936,Multi,0.6703,86.5989
16325402,Multi,0.5941,31.5093
16338558,Multi,0.8390,93.2260
16342090,Single,0.8160,75.3455
16345940,Multi,0.9036,77.9921
16348812,Multi,0.9130,147.2653
16351078,Multi,0.9058,86.5171
16351512,Multi,0.9154,70.6190
16354622,Multi,0.7563,97.7852
16356173,Multi,0.7169,593.8271
16358077,Multi,0.6090,72.3581
16358223,Multi,0.9370,194.9091
16360887,Multi,0.9112,144.7294
16370303,Multi,0.9905,44.8789
16381215,Multi,0.4883,76.9341
16387822,Multi,0.9229,43.5867
16389368,Multi,0.7154,94.3517
16389458,Single,0.9749,42.8657
16391985,Multi,0.9641,57.9184
16392485,Multi,0.8215,56.4906
16393880,Multi,0.5820,65.0604
16396231,Multi,0.8514,54.2594
16396534,Multi,0.6681,63.3711
16397968,Multi,0.8842,106.5911
16401190,Multi,0.9217,61.2895
16401720,Multi,0.9529,85.0586
16402495,Multi,0.7809,22.0498
16409081,Multi,0.8261,91.9699
16409997,Multi,0.9855,15.9465
16411922,Multi,0.8965,79.6481
16420260,Multi,1.0000,29.2936
16433670,Multi,0.8787,69.0382
16433770,Multi,0.9380,31.9713
16438091,Multi,0.8472,82.7008
16440981,Multi,0.8511,100.0190
16443750,Multi,0.6484,107.7562
16460183,Multi,0.9432,62.7608
16472186,Multi,0.6180,216.4713
16475867,Multi,0.5722,87.5045
16476785,"No Label",0.8892,37.3062
16477409,Multi,0.7391,87.1223
16477419,Multi,0.8579,96.1331
16477707,Multi,0.8866,83.2190
16479953,Multi,0.7468,88.7111
16481348,Multi,0.6061,28.1500
16499532,Multi,0.9518,44.0203
16501924,Single,0.5016,65.5935
16505907,Multi,0.8035,42.4891
16507845,Multi,0.7294,172.4398
16510106,Multi,0.6871,111.6688
16513792,Single,0.7198,34.8084
16523213,Multi,0.9459,58.6118
16524609,Multi,0.8313,26.7301
16544888,Multi,0.7066,73.9071
16549023,Multi,0.9425,18.0132
16549060,Multi,0.5192,44.3826
16552324,Multi,0.5781,45.6453
16552696,Multi,0.9192,40.0837
16554832,Multi,0.4668,44.1357
16555614,Multi,0.9209,69.0033
16560972,Multi,0.9557,53.9782
16575013,Multi,0.9186,106.0743
16601658,Multi,0.8336,30.9206
16602478,Multi,0.9802,25.0252
16606153,Single,0.8613,40.8780
16606841,Multi,0.7005,178.7447
16609427,Multi,0.8626,139.0934
16616568,Multi,0.8024,142.1326
16640849,Multi,0.7764,177.7778
16643893,Single,0.8870,29.9307
16652516,Multi,0.8607,70.0540
16661411,Multi,0.4983,30.4621
16668488,Multi,0.7628,177.2727
16674317,Multi,0.8579,34.4201
16676996,Multi,0.6784,103.8876
16678188,Multi,0.9850,158.6069
16686132,Multi,0.8245,85.0322
16686773,Multi,0.9655,127.4847
16692155,Single,0.4622,44.4655
16695030,Multi,0.9342,153.4759
16718989,Multi,0.9701,65.4258
16721396,Multi,0.7654,116.4052
16727251,Multi,0.7906,119.4759
16731569,Multi,0.7511,203.9429
16732604,Multi,0.8141,44.5875
16732980,Multi,0.6863,140.7817
16733044,Multi,0.7182,133.3690
16734121,Multi,0.8851,51.3088
16734996,Multi,0.6750,134.0329
16746546,Multi,0.9021,103.0620
16761958,Multi,0.8798,308.6343
16775749,Multi,0.7956,75.3839
16778926,Multi,0.9400,189.8704
16782015,Multi,0.9915,21.4744
16782971,Multi,0.6769,79.6129
16783094,Multi,1.0000,143.2203
16783780,Multi,0.8918,81.7709
16788135,Multi,0.4358,73.8904
16789011,Multi,0.9748,19.4655
16789053,Multi,0.6154,149.8906
16792234,Multi,0.9471,95.8342
16792291,Multi,0.9885,28.7594
16793737,Multi,0.9124,85.6589
16794597,Multi,0.6960,258.9080
16795177,Multi,0.9980,63.2813
16797981,Single,0.8754,49.8923
16798233,Multi,0.8498,113.3707
16799056,Multi,0.9051,42.0756
16806635,Multi,0.7969,40.9228
16809781,Multi,0.7107,22.2558
16821322,Multi,0.8175,83.3592
16821590,Multi,0.7107,111.9823
16824573,Multi,0.9628,32.2802
16827100,Multi,0.9077,153.1545
16827357,Multi,0.9121,63.9472
16827424,Multi,0.8198,73.8649
16832004,Multi,0.9932,39.4462
16832446,Multi,0.8992,25.6592
16836310,Multi,0.5394,105.9051
16843401,Multi,0.7946,66.9138
16843588,Multi,0.8005,26.7799
16845623,Multi,0.1762,29.1522
16866202,Multi,0.8930,136.1987
16871114,Multi,0.5693,56.3013
16874940,Multi,0.9570,46.9869
16880875,Multi,0.9416,123.7726
16882553,Multi,0.8797,97.9829
16888580,Single,0.2434,17.7928
16912894,Multi,0.9896,129.1669
16922941,Multi,0.8913,45.1035
16934168,Multi,0.8973,22.7712
16935226,Multi,0.7686,76.0242
16941487,Multi,0.9136,3.2095
16948090,Multi,0.9897,17.0042
16948906,Single,0.7690,65.8508
16964032,Single,0.9869,6.9735
16970468,Multi,0.7361,150.8302
16971414,Multi,0.8886,53.7493
16975411,Multi,0.9648,23.1953
16977539,Multi,0.5967,36.6840
16977647,Multi,0.2180,0.0000
16978278,Multi,0.8262,78.0000
16978916,Multi,0.9081,91.6345
16985813,Multi,0.7949,94.1774
16986497,Single,0.4822,57.8409
16988604,Multi,0.6000,131.8933
16993449,Multi,1.0000,18.5112
16993542,Multi,0.9529,84.9942
16999311,Multi,0.9565,147.4084
17005995,Multi,0.5750,65.2120
17006901,Multi,0.7274,56.4533
17009732,Multi,0.8551,103.2558
17011364,Multi,0.9604,45.3058
17017039,Multi,0.8204,34.2043
17018605,Multi,0.6362,0.0000
17022698,Multi,0.9690,47.4582
17023054,Multi,0.8633,104.3958
17023400,Multi,0.9722,81.4857
17024707,Multi,0.8556,64.9366
17025832,Multi,0.6887,0.4176
17030471,Multi,0.7719,0.0000
17050372,Multi,0.7927,100.9169
17059197,Multi,0.8430,83.2234
17061676,Multi,0.6250,103.1800
17062772,Multi,0.8409,27.2429
17063024,Multi,0.7951,130.0245
17066705,Multi,0.7198,106.8024
17067064,Multi,0.7199,125.0090
17068866,Single,0.6694,108.2407
17071776,Single,0.8826,12.2177
17077996,Single,0.9143,49.5114
17093587,Multi,0.9983,3.8613
17094383,Multi,0.7034,137.6961
17096252,Multi,0.8377,67.9980
17099760,Multi,0.9160,67.0356
17110116,Multi,0.9676,11.1244
17112598,Multi,0.9857,31.1689
17114050,Multi,0.9905,50.4382
17125781,Multi,0.9970,69.2500
17129968,Multi,0.8622,152.4457
17130394,Multi,0.9154,127.2833
17131982,Multi,0.9632,214.7150
17138931,Multi,0.8617,98.3539
17139442,Multi,0.7448,14.3483
17147212,Single,0.6215,99.8477
17147581,Multi,0.7460,280.0230
17152081,Multi,1.0000,66.3891
17154046,Multi,0.8382,51.5184
17160540,Multi,0.8495,51.4179
17164653,Multi,0.8067,30.8249
17168466,Multi,0.9882,30.1742
17168814,Multi,0.6573,32.2481
17173620,Multi,0.9538,29.0727
17174376,Multi,0.9271,141.2555
17188864,Multi,0.5420,33.6504
17190777,Multi,0.4140,61.7958
17200428,Multi,0.8481,62.3058
17200722,Multi,0.9671,22.0619
17207263,Multi,0.9875,9.4006
17209577,Multi,0.9627,41.4444
17214294,Multi,0.8942,189.4159
17218918,Multi,0.7519,75.3975
17223254,Multi,0.5359,146.4634
17240333,Multi,0.6589,82.2701
17243150,Single,0.7643,39.9453
17243858,Multi,0.5500,81.2273
17248186,Multi,0.9170,65.9725
17251363,Single,0.6855,28.8632
17255807,Single,0.8536,42.1507
17262105,Multi,0.5590,165.1556
17264404,Multi,0.4508,25.2782
17270853,Single,0.6174,24.6854
17272012,Multi,1.0000,167.0275
17272946,Multi,1.0000,345.4441
17276858,Multi,0.3659,247.4815
17287601,"No Label",0.7797,8.3868
17291152,Multi,0.8991,29.1276
17293754,Multi,0.9113,86.8996
17294597,Multi,0.9799,117.1692
